제목,언론사,날짜,본문,링크
삼성·현대차·LG 등 인니 인프라사업 주도…신수도 건설 등 MOU 10건 체결,아시아경제,2022.11.15.,"G20·B20 계기 비즈니스 라운드테이블정의선·허창수 등 참석인니 모빌리티·신수도 건설·디지털 분야 등 협력허창수 전국경제인연합회 회장이 14일(현지시간) 인도네시아 발리 누사두아 컨벤션센터에서 열린 '한-인니비즈니스 라운드테이블'에서 인사말을 하고 있다. 왼쪽부터 이창양 산업통상자원부 장관, 허창수 전경련 회장, 정의선 현대자동차그룹 회장.(사진제공=전경련)AD원본보기 아이콘[아시아경제 문채석 기자] 삼성, 현대자동차,LGLG003550|코스피증권정보현재가62,600전일대비300등락률+0.48%거래량169,340전일가62,3002025.04.04 15:30 기준관련기사올들어 가장 잘나간 그룹주 ETF는 '한화'기대 못미친 4분기 실적 속 어닝 서프라이즈 종목은고금리·침체 여파에…기업결합 건수 3년 연속 감소전 종목 시세 보기close그룹 등 국내 주요 기업들이 인도네시아 신수도 건설을 주도하고 나설 기회가 열렸다. 인니 측도 이를 진지하게 받아들이고 있다는 전언이다.15일 전국경제인연합회는 전날 오후 6시30분(현지시간) 인니 발리 누사두아 컨벤션센터에서 인도네시아상공회의소(KADIN)와 ‘한-인니 비즈니스 라운드테이블’을 공동 개최했다고 밝혔다. 이번 행사는 인니가 올해 의장국을 맡은 주요 20개국(G20) 정상회의와 ‘비즈니스20(B20) 서밋’을 계기로 열렸다.행사엔 추경호 경제부총리, 박진 외교부 장관, 이창양 산업통상자원부 장관, 원희룡 국토교통부 장관, 한화진 환경부 장관 등 한국 측 인사와 아이르랑가 하르타르토 경제조정부 장관, 바흐릴 라하달리아 투자부 장관, 루훗 빈사르 판자이탄 해양투자조정부 장관, 바수키 하디물조노 공공사업주택부 장관, 밤방 수산토노 신수도청장 등 인니 측 인사가 대거 참여했다. 삼성,현대차현대차005380|코스피증권정보현재가191,800전일대비2,000등락률-1.03%거래량810,211전일가193,8002025.04.04 15:30 기준관련기사무뇨스 현대차 대표 ""관세 부과에도 미국 내 가격 인상 계획 없어""상호관세 충격에 증시 급락 출발…자동차·반도체 파란불""5분 충전에 700㎞""…현대차, 신형 수소전기차 넥쏘 공개[서울모빌리티쇼]전 종목 시세 보기close, LG,SKSK034730|코스피증권정보현재가126,600전일대비0등락률0.00%거래량144,669전일가126,6002025.04.04 15:30 기준관련기사""정치 불안할 수록 사명감 가져야"" SK, 선대회장 혜안 '신경실록'으로 복원최태원표 '사회성과 인센티브' 10년…""함께 사회 문제 해결하자""한앤컴퍼니, '특수가스 글로벌 1위' SK스페셜티 인수 완료전 종목 시세 보기close, 롯데,한화한화000880|코스피증권정보현재가42,500전일대비1,350등락률-3.08%거래량475,579전일가43,8502025.04.04 15:30 기준관련기사지지부진한 증시, 1분기 실적이 단비될까[특징주]김승연 회장 '지분 증여'에 한화·한화에어로 급등[클릭 e종목]“한화, 지분증여로 불확실성 해소…목표주가↑”전 종목 시세 보기close,두산두산000150|코스피증권정보현재가265,500전일대비38,500등락률-12.66%거래량404,160전일가304,0002025.04.04 15:30 기준관련기사㈜두산, 유승우 각자대표 선임…3인 대표 체제로[클릭 e종목]""두산, 전자BG 실적 기대 이상""코스피, 외인·기관 동반 순매수에 사흘 만에 반등전 종목 시세 보기close,KCCKCC002380|코스피증권정보현재가256,500전일대비1,000등락률+0.39%거래량13,637전일가255,5002025.04.04 15:30 기준관련기사HUG, 3년째 적자에도 3억원 기부…취약계층 주거 개선""취약계층 주거환경 개선""…KCC, 새뜰마을사업 참여재래식 화장실 없애고 연탄 대신 도시가스…새뜰마을사업, 10년간 177곳 바꿔전 종목 시세 보기close등 한국 대표 기업과 인디카 그룹 등 인니 주요 기업 최고경영자(CEO)들도 참석했다.허창수 전경련 회장은 환영사에서 한국의 첫 해외투자기업 설립, 한국이 건조한 잠수함 첫 수입 등 인니와의 협업 사례를 소개했다. 허 회장은 ""인니는 한국에 최초의 타이틀을 안겨준 소중한 파트너""라고 환기했다. 이어 ""양국 경제협력은 자원개발에서 시작해 철강 등 제조업을 거쳐 배터리, 전기차, 스마트시티 등 미래형 산업으로 진화하는 중""이라며 ""앞으로도 핵심광물 등 공급망 안정부터 첨단산업 협력까지 모범적인 '포스트-코로나 파트너십' 모델을 세계에 보여줄 것""이라고 강조했다.인니 투자 관련 10여개의 업무협약(MOU)을 맺고 돌아오는 성과도 냈다. 특히 조코 위도도 대통령의 핵심사업인 보르네오섬 동칼리만탄주 신수도 건설에 필요한 인프라 공사를 한국 기업들이 주도할 전망이다. LG그룹이 인니 신수도 투자청과 함께 신수도 스마트시티 마스터플랜 설계를, 현대차가 인니 교통부·신수도 투자청과 신수도 미래항공모빌리티(AAM) 건설을 각각 합의하는 내용의 MOU를 맺었다.올해 B20 서밋은 2019년 도쿄 서밋 이후 3년 만에 열린 대면회의다. G20 외 20여개의 초청국을 포함한 세계 리더 2000여명이 참석했다. B20 서밋엔 윤석열 대한민국 대통령을 비롯해 조코위 인니 대통령, 쥐스탱 트뤼도 캐나다 총리, 앤서니 앨버니지 호주 총리 등 각국 정상이 기조연설에 나섰다. 글로벌 비즈니스 리더 연사로는 일론 머스크 테슬라 창업자, 제프 베조스 아마존 창업자를 비롯해 정의선 한국 현대차 회장 등이 이름을 올렸다. 전경련은 2010년 B20 시작 후 한국 경제계 대표로 매년 참여해오고 있다. 2019년 도쿄 서밋 이후 사절단을 꾸려서 참석하기는 이번이 3년 만이다.김봉만 전경련 국제본부장은 ""팬데믹 후 첫 대면회의이자 예년보다 성황을 이루는 G20·B20 발리 회의를 계기로 세계의 리더들과 한국기업 간의 교류는 물론 아세안의 떠오르는 강자인 인니와의 양자 비즈니스 라운드테이블을 열게 됐다""며 ""인니가 제조업 고도화 및 첨단산업으로 발전 중인 만큼 우리 기업이 기여할 부문이 무궁무진해 더 다양한 협력사례가 도출될 것으로 기대한다""고 말했다.문채석 기자 chaeso@asiae.co.krAD꼭 봐야할 주요뉴스""23년부터 추락 시작""…한국 '여권 파워' 세계 39...마스크영역""층간소음 못 참아"" 벨 누르자 조용히 신고…문 두드린 50대 판결은술 두 캔 슬쩍하려다 '발각'…잡고 보니 프로야구 350승 전설 투수[일본人사이드]일본 있던 자리 '중국'이 꿰찼다…'최대 6일' 황금연휴 여행객 몰리는 곳음료 '딱 한 모금' 마셨는데 사망…기도에서 곰팡이 자라고 있었다<ⓒ투자가를 위한 경제콘텐츠 플랫폼, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>",https://view.asiae.co.kr/article/2022111508271558654
"현대차, 일본차 토요타의 보금자리에서 'WRC 더블포디움' 달성 < AUTO/중공업/건설 < 산업(IT/과학) < POP < 기사본문 - 라이센스뉴스",라이센스뉴스,2022.11.14.,기자명김진우 기자입력 2022.11.14 09:49,http://www.lcnews.co.kr/news/articleView.html?idxno=40211
"현대차, 인니 아다로미네랄과 알루미늄 공급 MOU - 매일일보",매일일보,2022.11.13.,"13일 인도네시아 발리서 열린 ‘B20 서밋’ 기간 업무협약 체결알루미늄 안정적 생산‧공급 위한 포괄적 협력체계 구축 목표완성차‧배터리 이은 알루미늄 협력으로 인니와 파트너십 강화(왼쪽부터) 이영택 현대차 전무, 장재훈 현대차 사장, 정의선 현대차그룹 회장, 에드윈 수리야자야 아다로에너지 프레지던트 커미셔너, 가리발디 또히르 아다로미네랄 프레지던트 커미셔너, 크리스찬 아리아노 라흐맛 아다로미네랄 사장이 기념촬영을 하는 모습. 사진=현대차 제공[매일일보 김명현 기자] 현대자동차가 인도네시아 아다로미네랄과의 협력을 통해 알루미늄의 안정적인 공급 확보에 나선다.현대차는 13일 경제단체 및 기업 간 글로벌 협의체 ‘B20 서밋 인도네시아 2022’ 기간 중 인도네시아 발리 누사두아 컨벤션센터에서 아다로미네랄과 알루미늄 공급 관련 업무협약(MOU)을 체결했다고 밝혔다. 아다로미네랄은 인도네시아의 대표적인 광물자원 생산 기업으로, 최근 알루미늄 생산을 위한 제련소 신설 계획을 발표한 바 있다.이날 협약식에는 현대차그룹 정의선 회장, 현대차 장재훈 사장을 비롯해 아다로에너지 에드윈 수리야자야(Edwin Soeryadjaya) 프레지던트 커미셔너(President Commissioner), 아다로미네랄 가리발디 또히르(Garibaldi Thohir) 프레지던트 커미셔너(President Commissioner), 크리스찬 아리아노 라흐맛(Christian Ariano Rachmat) 사장(President Director) 등 회사 관계자들이 참석했다.현대차는 최근 글로벌 전동화 시장 확대에 따라 자동차 제조용 알루미늄 수요가 증가하는 가운데, 대외 변수에 따른 공급 불확실성을 해소하고 알루미늄을 안정적으로 확보하기 위해 아다로미네랄과 협약을 체결하게 됐다.이번 협약을 통해 양사는 알루미늄 생산 및 공급에 관한 포괄적인 협력체계를 구축한다. 현대차는 아다로미네랄에서 생산하는 알루미늄을 공급받게 된다. 이 과정에서 양사는 알루미늄의 사양, 공정 등에 대해 긴밀하게 협의해 최상의 제품이 생산되도록 협력한다. 아다로미네랄은 알루미늄 제품이 현대차그룹의 글로벌 생산거점으로 확대 공급될 수 있도록 지원한다.향후 아다로미네랄이 생산하게 될 저탄소 알루미늄을 현대차에 우선 공급하는 방안에 대해서도 협력한다. 저탄소 알루미늄은 현대차가 추진하는 탄소중립 달성에도 기여할 수 있을 것으로 기대된다.양사는 이번 알루미늄 공급 관련 업무협약을 시작으로 소재, 친환경 분야 등에서 추가적으로 협력할 수 있는 방안을 적극 모색할 예정이다. 현대차는 이번 협력을 바탕으로 인도네시아에서 친환경 미래 리더십 확보를 위한 협업 분야를 지속적으로 발굴한다는 계획이다.현대차 관계자는 “현대차는 인도네시아 공장 준공, 배터리셀 합작공장 착공 등 자동차 산업 분야에서 인도네시아와 적극적으로 협력하고 있다”라며 “이번 알루미늄 공급 관련 협력이 시너지를 발휘하며 인도네시아와의 파트너십을 강화할 것으로 기대한다”라고 말했다.저작권자 © 매일일보 무단전재 및 재배포 금지김명현 기자kmh0393@m-i.kr김명현 기자의 다른기사 보기좌우명 : 내일 지구가 멸망할지라도 오늘 한 그루의 사과나무를 심겠다.트윗하기페이스북트위터카카오스토리기사공유하기",http://www.m-i.kr/news/articleView.html?idxno=963871
"현대차 월드랠리팀, WRC 일본 랠리서 더블 포디움 달성 < 산업 < 이코24 < 기사본문 - 뉴스클레임",뉴스클레임,2022.11.14.,기자명김도희 기자입력 2022.11.14 10:14수정 2022.11.14 17:05댓글 0,https://www.newsclaim.co.kr/news/articleView.html?idxno=3012847
"현대차, 일본에서 열린 자동차 경주대회에서 '도요타' 누르고 1, 2위 석권 : 월간조선",월간조선,2022.11.14.,"현대자동차가 일본 아이치현과 기후현에서 진행된 '2022 월드랠리챔피언십'(이하 WRC) 마지막 랠리에서 현대차 월드랠리팀 소속 '티에리 누빌(Thierry Neuville)'이 1위, '오트 타낙(Ott Tänak)'이 2위를 차지하며 더블 포디움을 달성했다.2010년 마지막 대회 이후 12년 만에 일본에서 열린 이번 WRC 대회(11월10일~13일)에는 현대차 월드랠리팀은 티에리 누빌, 오트 타낙, 다니엘 소르도(Daniel Sordo) 등 3명의 선수가 'i20 N Rally1 하이브리드' 경주차로 출전했다.일본에서 대회가 진행된 만큼 많은 전문가들이 도요타 팀의 승리를 예상했지만 현대차 월드랠리팀은 마지막 대회에서 더블 포디움에 오르는 저력을 발휘하며 이번 시즌 유종의 미를 거뒀다.특히 시즌 우승을 한 도요타 팀의 고향이라 할 수 있는 도요타시 등에서 진행된 대회에서 거둬들인 우승인 만큼 전문가들은 현대차 월드랠리팀의 일본 랠리 우승이 더욱 가치가 있다고 평가하고 있다.이번 일본 랠리에서 현대차 월드랠리팀은 마지막 날 경기 중 비가 올 것을 예상하고 출전팀 중 유일하게 레인 타이어를 사용해 도요타 팀을 제치고 안정적으로 더블 포디움을 달성할 수 있었다.올 시즌 여러 가지 불운으로 지난해 대비 성적이 좋지 않았던 티에리 누빌은 이번 시즌 마지막 대회인 일본 랠리에서 두 번째 우승컵을 들어 올리며 드라이버 종합 순위 최종 3위를 차지해 내년 시즌에 대한 긍정적인 기대감을 높였다.티에리 누빌은 다양한 코스에서의 풍부한 주행 경험을 바탕으로 경기 중반부터 상위권을 유지하며 팀을 승리로 이끌었다.19개의 스테이지 중 13번째 스테이지에서 선두에 오른 티에리 누빌은 이후 단 한차례의 역전도 허용하지 않는 완벽한 주행으로 현대팀에게 다섯 번째 우승컵을 선사했다.이번 우승으로 현대차 월드랠리팀은 총 45점을 얻으며, 제조사 부문 종합 2위로 시즌을 마무리하며 내년 시즌에 대한 전망을 밝혔다.현대자동차 관계자는 ""12년 만에 열린 일본 랠리에서 더블 포디움을 달성하며 마지막까지 현대자동차의 저력을 보여줄 수 있어 매우 뜻 깊다""며 ""다음 시즌 더 나은 모습을 모터스포츠 팬들에게 선보일 수 있도록 지속적으로 노력할 것""이라고 밝혔다.글= 정혜연 월간조선 기자",http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=16566&Newsnumb=20221116566
현대차·기아 '2022 오픈 이노베이션 라운지',연합뉴스,2022/11/13 10:32 송고2022년11월13일 10시32분 송고,"이미지 확대(서울=연합뉴스) 현대차·기아가 지난 7~11일 서울 서초구 본사에서 국내외 유망 스타트업들과의 신기술 실증 시연을 위한 '2022 오픈 이노베이션 라운지(Open Innovation Lounge)'를 개최했다고 13일 밝혔다. 사진은 임직원들이 스타트업 스마트 오디오(Smart Audio)의 '주변 소음을 제거해 운전자의 목소리만 인식하는 사운드 솔루션'에 대한 설명을 듣는 모습. 2022.11.13 [현대차·기아 제공. 재판매 및 DB 금지]photo@yna.co.kr제보는 카카오톡 okjebo<저작권자(c) 연합뉴스,무단 전재-재배포, AI 학습 및 활용 금지>2022/11/13 10:32 송고2022년11월13일 10시32분 송고",https://www.yna.co.kr/view/PYH20221113020500013?input=1196m
현대차·기아 '2022 오픈 이노베이션 라운지',연합뉴스,2022/11/13 10:33 송고2022년11월13일 10시33분 송고,"이미지 확대(서울=연합뉴스) 현대차·기아가 지난 7~11일 서울 서초구 본사에서 국내외 유망 스타트업들과의 신기술 실증 시연을 위한 '2022 오픈 이노베이션 라운지(Open Innovation Lounge)'를 개최했다고 13일 밝혔다. 사진은 임직원들이 스타트업 아폴로 파워(Apollo Power)의 '차량 외부에 다양한 면적으로 적용 가능한 태양광 필름'에 대한 설명을 듣는 모습. 2022.11.13 [현대차·기아 제공. 재판매 및 DB 금지]photo@yna.co.kr제보는 카카오톡 okjebo<저작권자(c) 연합뉴스,무단 전재-재배포, AI 학습 및 활용 금지>2022/11/13 10:33 송고2022년11월13일 10시33분 송고",https://www.yna.co.kr/view/PYH20221113020900013?input=1196m
"현대차, 고품격 프리미엄 세단 '디 올 뉴 그랜저' 14일 출시",리버티코리아포스트,2022.11.14.,기자명박정빈입력 2022.11.14 11:49댓글 0,http://www.lkp.news/news/articleView.html?idxno=25519
"삼성·현대차·SK·한화 등 주요 그룹 총수들, 17일 사우디 빈 살만과 만날 듯",아시아경제언론사 선정,2022.11.14.,"[이미지출처=연합뉴스]사우디아라비아의 실세 무함마드 빈살만 제1왕위 계승자(왕세자)가 사우디를 개방적이고 온건한 이슬람 국가로 바꾸겠다고 선언했다.AD원본보기 아이콘[아시아경제 장효원 기자] 삼성, 현대차그룹, SK, 한화 등 재계 주요 총수와 최고경영자(CEO)들이 사우디아라비아 실권자 무함마드 빈 살만 왕세자와 오는 17일 서울 시내에서 만날 것으로 알려졌다.14일 업계에 따르면 주요 20개국(G20) 정상회의 직후인 17일 한국을 찾을 예정으로 알려진 빈 살만 왕세자는 숙소인 서울 소공동 롯데호텔에서 이재용 삼성전자 회장과 최태원 SK그룹 회장, 정의선 현대차그룹 회장, 김동관 한화 부회장 등과 티타임을 겸한 회동을 가질 것으로 알려졌다.빈 살만 왕세자는 총사업비 5000억달러(664조원) 규모의 사우디 신도시 건설 프로젝트 '네옴시티' 사업을 직접 주도하고 있으며 방한을 통해 프로젝트 수주 기업을 광범위하게 물색하고 다양한 협력 방안을 모색할 것으로 보인다.한편 빈 살만 왕세자의 방한은 2019년 이후 3년 만이다. 당시에는 이재용 회장, 정의선 회장, 최태원 회장, 구광모 LG그룹 회장, 신동빈 롯데그룹 회장 등이 삼성그룹 영빈관인 승지원에 모여 빈 살만 왕세자와 티타임을 겸한 환담 시간을 가졌다.장효원 기자 specialjhw@asiae.co.krAD꼭 봐야할 주요뉴스""23년부터 추락 시작""…한국 '여권 파워' 세계 39...마스크영역""층간소음 못 참아"" 벨 누르자 조용히 신고…문 두드린 50대 판결은술 두 캔 슬쩍하려다 '발각'…잡고 보니 프로야구 350승 전설 투수[일본人사이드]일본 있던 자리 '중국'이 꿰찼다…'최대 6일' 황금연휴 여행객 몰리는 곳음료 '딱 한 모금' 마셨는데 사망…기도에서 곰팡이 자라고 있었다<ⓒ투자가를 위한 경제콘텐츠 플랫폼, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>",https://view.asiae.co.kr/article/2022111422032306667
"현대차·기아, 글로벌 스타트업들과 혁신적 미래 기술 전시",인터넷신문 자율공시기구,2022.11.13.,본문 추출 실패,http://www.newsprime.co.kr/news/article.html?no=584886
